N_unmapped	19638	19638	19638
N_multimapping	2218	2218	2218
N_noFeature	26044	118904	119853
N_ambiguous	10848	538	498
ENSGALG00010000711	3	0	3
ENSGALG00010000715	0	0	0
ENSGALG00010000717	46	24	22
ENSGALG00010000720	17	10	7
ENSGALG00010000724	4	3	1
ENSGALG00010000726	0	0	0
ENSGALG00010000729	0	0	0
ENSGALG00010000734	0	0	0
ENSGALG00010000757	0	0	0
ENSGALG00010000762	0	0	0
ENSGALG00010000777	28	11	17
ENSGALG00010000784	2	1	1
ENSGALG00010000785	8	4	4
ENSGALG00010000788	10	5	6
ENSGALG00010000791	0	0	1
ENSGALG00010000793	0	0	0
ENSGALG00010000795	1	1	0
ENSGALG00010000796	0	0	0
ENSGALG00010000800	43	20	23
ENSGALG00010000804	0	0	0
ENSGALG00010000810	10	7	3
ENSGALG00010000812	12	8	4
ENSGALG00010000816	14	5	9
ENSGALG00010000818	4	4	0
ENSGALG00010000820	1	1	0
ENSGALG00010000823	4	2	2
ENSGALG00010000843	5	2	3
ENSGALG00010000859	3	2	1
ENSGALG00010000864	3	2	1
ENSGALG00010000870	0	0	0
ENSGALG00010000876	0	0	0
ENSGALG00010000901	0	0	0
ENSGALG00010000902	0	0	0
ENSGALG00010000903	0	0	0
ENSGALG00010000905	0	0	0
ENSGALG00010000906	0	0	0
ENSGALG00010000907	0	0	0
ENSGALG00010000908	0	0	0
ENSGALG00010000910	0	0	0
ENSGALG00010000912	0	0	0
ENSGALG00010000913	0	0	1
ENSGALG00010000914	0	0	0
ENSGALG00010000916	0	0	0
ENSGALG00010000917	0	0	0
ENSGALG00010000918	0	0	0
ENSGALG00010000920	0	0	0
ENSGALG00010000921	0	0	0
ENSGALG00010000922	0	0	0
ENSGALG00010000923	0	0	0
ENSGALG00010000925	0	0	0
ENSGALG00010000926	0	0	0
ENSGALG00010000927	0	0	0
ENSGALG00010000928	0	0	0
ENSGALG00010000930	0	0	0
ENSGALG00010000931	0	0	0
ENSGALG00010000932	0	0	0
ENSGALG00010000933	0	0	0
ENSGALG00010000935	0	0	0
ENSGALG00010000936	0	0	0
ENSGALG00010000938	0	0	0
ENSGALG00010000939	0	0	0
ENSGALG00010000941	0	0	0
ENSGALG00010000942	0	0	0
ENSGALG00010000943	0	0	0
ENSGALG00010000944	0	0	0
ENSGALG00010000947	0	0	0
ENSGALG00010000948	0	0	0
ENSGALG00010000951	0	0	0
ENSGALG00010000953	0	0	0
ENSGALG00010000954	0	0	0
ENSGALG00010000956	0	0	0
ENSGALG00010000957	0	0	0
ENSGALG00010000958	0	0	0
ENSGALG00010000960	0	0	0
ENSGALG00010000961	0	0	0
ENSGALG00010000963	0	0	0
ENSGALG00010000964	0	0	0
ENSGALG00010000967	0	0	0
ENSGALG00010000968	0	0	0
ENSGALG00010000969	0	0	0
ENSGALG00010000970	0	0	0
ENSGALG00010000972	0	0	0
ENSGALG00010000973	0	0	0
ENSGALG00010000974	0	0	0
ENSGALG00010000975	0	0	0
ENSGALG00010000976	0	0	0
ENSGALG00010000977	0	0	0
ENSGALG00010000979	0	0	0
ENSGALG00010000981	0	0	0
ENSGALG00010000982	0	0	0
ENSGALG00010000983	0	0	0
ENSGALG00010000984	0	0	0
ENSGALG00010000986	0	0	0
ENSGALG00010000987	0	0	0
ENSGALG00010000988	0	0	0
ENSGALG00010000989	0	0	0
ENSGALG00010000991	0	0	0
ENSGALG00010000992	0	0	0
ENSGALG00010000994	0	0	0
ENSGALG00010000996	0	0	0
ENSGALG00010000998	0	0	0
ENSGALG00010000999	0	0	0
ENSGALG00010001000	0	0	0
ENSGALG00010001002	0	0	0
ENSGALG00010001003	0	0	0
ENSGALG00010001004	0	0	0
ENSGALG00010001006	0	0	0
ENSGALG00010001008	0	0	0
ENSGALG00010001009	0	0	0
ENSGALG00010001011	0	0	0
ENSGALG00010001014	0	0	0
ENSGALG00010001017	0	0	0
ENSGALG00010001018	0	0	0
ENSGALG00010001023	0	0	0
ENSGALG00010001024	0	0	0
ENSGALG00010001025	0	0	0
ENSGALG00010001026	0	0	0
ENSGALG00010001027	0	0	0
ENSGALG00010001028	0	0	0
ENSGALG00010001029	0	0	0
ENSGALG00010001030	0	0	0
ENSGALG00010001031	0	0	0
ENSGALG00010001032	0	0	0
ENSGALG00010001033	0	0	0
ENSGALG00010001034	0	0	0
ENSGALG00010001035	0	0	0
ENSGALG00010001036	0	0	0
ENSGALG00010001037	0	0	0
